id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address,geocode,lon,lat,cafe,fuel,restaurant,pub,bank,bus_station,veterinary,pharmacy,fountain,post_office,fast_food,parking,taxi,food_court,dentist,vending_machine,social_facility,parcel_locker,townhall,library,community_centre,bicycle_repair_station,police,bicycle_rental,atm,charging_station,place_of_worship,toilets,clock,ice_cream,chair,doctors,kindergarten,childcare,rental,bum,parking_entrance,nightclub,marketplace,bar,car_wash,school,biergarten,language_school,bbq,smoking_area,arts_centre,cinema,bureau_de_change,courthouse,clinic,shelter,printer,parking_space,studio,motorcycle_parking,hunting_stand,escooter_rental,coworking_space,hospital,vehicle_ramp,driving_school,theatre,waste_disposal,air_filling,mist_spraying_cooler,art_school,nursing_home,car_rental,compressed_air,dojo,public_hall,table,internet_cafe,playhouse,dog_toilet,ferry_terminal,workshop,music_school,university,public_bookcase,college,dancing_school,casino,ticket_validator,trolley_bay,money_transfer,dressing_room,water_point,gambling,lounger,weighbridge,prison,funeral_hall,fire_station,migrant_detention_centre,food,vacuum_cleaner,boat_rental,animal_boarding,vehicle_inspection,shower,social_centre,monastery,ski_rental,yes,office,grit_bin,locker,music_venue,ritual_bath,hookah_lounge,training,dormitory,sanitary_dump_station,device_charging_station,left_luggage,car_sharing,luggage_locker,karaoke_box,stripclub,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,clustering_coefficient,pagerank
199,15200,4,Békéscsaba,2,2,2,46,62050,halász utca,8,0,"halász utca 8, Békéscsaba","{'x': 21.091710022228, 'y': 46.69034000332}",21.091710022228,46.69034000332,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,32.0,4.266666666666667,2541.594,79.4248125,3.0,"{0: 0, 1: 0, 2: 0, 3: 15}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 1.0}",15.0,1270.7969999999998,16.0,79.42481249999999,1.000207059636138,0.0,1.0,0.42857142857142855,0.3783783783783784,0.27472527472527475,0.2469862194933688,0.0,0.09377230337888187
200,15200,4,Békéscsaba,2,2,2,46,62050,hínár utca,4,0,"hínár utca 4, Békéscsaba","{'x': 21.132710017791, 'y': 46.672979992196}",21.132710017791,46.672979992196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,4.0,1992.2479999999998,99.6124,3.1,"{0: 0, 1: 0, 2: 0, 3: 9, 4: 1}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.9, 4: 0.1}",10.0,996.124,10.0,99.61240000000001,1.0027732074055717,0.0,1.0,0.6666666666666666,0.42857142857142855,0.3055555555555555,0.36603441084859045,0.0,0.1449551544638325
201,15200,4,Békéscsaba,2,2,2,46,62050,illésházi utca,6,0,"illésházi utca 6, Békéscsaba","{'x': 21.087340033188, 'y': 46.67822999725}",21.087340033188,46.67822999725,,,1.0,1.0,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,70.0,5.0,3741.636,53.45194285714285,3.107142857142857,"{0: 0, 1: 2, 2: 0, 3: 19, 4: 7}","{0: 0.0, 1: 0.07142857142857142, 2: 0.0, 3: 0.6785714285714286, 4: 0.25}",26.0,1870.818,35.0,53.45194285714285,1.0417347682032732,0.0,1.0,0.14814814814814814,0.2755102040816326,0.43304843304843305,0.07331500516229822,0.0,0.029591639337804797
202,15200,4,Békéscsaba,2,2,2,46,62050,józsef utca,14,2,"józsef utca 14, Békéscsaba","{'x': 21.082899971438, 'y': 46.690509988317}",21.082899971438,46.690509988317,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,22.0,4.4,2446.082,111.18554545454545,3.7,"{0: 0, 1: 0, 2: 0, 3: 3, 4: 7}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.3, 4: 0.7}",10.0,1223.041,11.0,111.18554545454545,1.0000084283787538,0.0,1.0,0.6666666666666666,0.5294117647058824,0.38888888888888884,0.4613567490777418,0.0,0.12586918476002354
203,15200,4,Békéscsaba,2,2,2,46,62050,kazinczy lakótelep,18,1,"kazinczy lakótelep 18, Békéscsaba","{'x': 21.081379997116, 'y': 46.674159996525}",21.081379997116,46.674159996525,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,300.0,5.357142857142857,9614.133999999998,32.04711333333333,2.8839285714285716,"{0: 0, 1: 17, 2: 0, 3: 74, 4: 21}","{0: 0.0, 1: 0.15178571428571427, 2: 0.0, 3: 0.6607142857142857, 4: 0.1875}",95.0,4807.067000000001,150.0,32.04711333333334,1.0335251830965944,0.0,1.0,0.05405405405405406,0.17990275526742303,0.049784329784329805,0.07766032324357272,0.0,0.01027395785348375
204,15200,4,Békéscsaba,2,2,2,46,62050,kazinczy lakótelep,19,1,"kazinczy lakótelep 19, Békéscsaba","{'x': 21.08102996884, 'y': 46.674040009581}",21.08102996884,46.674040009581,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,254.0,5.291666666666667,8448.848000000002,33.26318110236221,2.8854166666666665,"{0: 0, 1: 15, 2: 0, 3: 62, 4: 19}","{0: 0.0, 1: 0.15625, 2: 0.0, 3: 0.6458333333333334, 4: 0.19791666666666666}",81.0,4224.424000000001,127.0,33.26318110236221,1.0369533668344149,0.0,1.0,0.06315789473684211,0.1724137931034483,0.0709518477043673,0.06913343703275514,0.0,0.012412377240849369
205,15200,4,Békéscsaba,2,2,2,46,62050,kazinczy lakótelep,23,1,"kazinczy lakótelep 23, Békéscsaba","{'x': 21.080970038232, 'y': 46.675350017229}",21.080970038232,46.675350017229,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,282.0,5.423076923076923,8694.350000000008,30.831028368794353,2.8461538461538463,"{0: 0, 1: 18, 2: 0, 3: 66, 4: 20}","{0: 0.0, 1: 0.17307692307692307, 2: 0.0, 3: 0.6346153846153846, 4: 0.19230769230769232}",86.0,4347.175,141.0,30.83102836879433,1.019767975811604,0.0,1.0,0.07766990291262135,0.17667238421955403,0.10165230953126592,0.27279347499302947,0.0,0.012527425473100146
208,15200,4,Békéscsaba,2,2,2,46,62050,orosházi út,jan.64,1,"orosházi út jan.64, Békéscsaba","{'x': 21.071780035771, 'y': 46.660550006973}",21.071780035771,46.660550006973,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,26.0,4.0,2128.642,81.87084615384614,2.6153846153846154,"{0: 0, 1: 3, 2: 0, 3: 9, 4: 1}","{0: 0.0, 1: 0.23076923076923078, 2: 0.0, 3: 0.6923076923076923, 4: 0.07692307692307693}",10.0,1064.3210000000001,13.0,81.87084615384616,1.0001496729707156,0.0,1.0,0.5,0.46153846153846156,0.48484848484848486,0.4410986247506452,0.0,0.10676114916612736
209,15200,4,Békéscsaba,2,2,2,46,62050,pásztor utca,51,1,"pásztor utca 51, Békéscsaba","{'x': 21.119819991812, 'y': 46.667030014408}",21.119819991812,46.667030014408,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,68.0,4.533333333333333,4412.212,64.88547058823531,2.933333333333333,"{0: 0, 1: 2, 2: 0, 3: 26, 4: 2}","{0: 0.0, 1: 0.06666666666666667, 2: 0.0, 3: 0.8666666666666667, 4: 0.06666666666666667}",28.0,2206.1059999999998,34.0,64.8854705882353,1.006202886118471,0.0,1.0,0.20689655172413793,0.29,0.2389162561576354,0.34551993445194995,0.0,0.03804692200734289
211,15200,4,Békéscsaba,2,2,2,46,62050,vadvirág utca,9,0,"vadvirág utca 9, Békéscsaba","{'x': 21.05903996204, 'y': 46.681139984485}",21.05903996204,46.681139984485,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,3.5555555555555554,1632.7140000000004,102.04462500000002,2.888888888888889,"{0: 0, 1: 1, 2: 0, 3: 7, 4: 1}","{0: 0.0, 1: 0.1111111111111111, 2: 0.0, 3: 0.7777777777777778, 4: 0.1111111111111111}",8.0,816.3570000000001,8.0,102.04462500000001,1.1611341270002664,0.0,1.0,0.5,0.4,0.42857142857142855,0.2714025812372257,0.0,0.12167808067144995
212,15200,4,Békéscsaba,2,2,2,46,62050,vandháti út,22,0,"vandháti út 22, Békéscsaba","{'x': 21.110020038257, 'y': 46.688780005411}",21.110020038257,46.688780005411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,3.3333333333333335,824.772,82.47720000000001,3.1666666666666665,"{0: 0, 1: 0, 2: 0, 3: 5, 4: 1}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.8333333333333334, 4: 0.16666666666666666}",6.0,412.38599999999997,5.0,82.4772,1.0003344597954105,0.0,1.0,0.8,0.5555555555555556,0.6000000000000001,0.5211200923556694,0.0,0.19085869422866814
213,12788,9,Berettyóújfalu,3,2,3,94,15472,aradi utca,2,2,"aradi utca 2, Berettyóújfalu","{'x': 21.540590022477, 'y': 47.19577999655}",21.540590022477,47.19577999655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,3.3333333333333335,1371.048,137.1048,2.8333333333333335,"{0: 0, 1: 1, 2: 0, 3: 4, 4: 1}","{0: 0.0, 1: 0.16666666666666666, 2: 0.0, 3: 0.6666666666666666, 4: 0.16666666666666666}",5.0,685.524,5.0,137.1048,1.00007304125331,0.0,1.0,1.2000000000000002,0.7142857142857143,0.7000000000000001,0.5773502691896257,0.0,0.2872335912811006
214,12788,9,Berettyóújfalu,3,2,3,94,15472,kőrös utca,2,1,"kőrös utca 2, Berettyóújfalu","{'x': 21.540219961451, 'y': 47.212940015464}",21.540219961451,47.212940015464,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,32.0,4.0,3028.631999999998,94.64474999999993,2.5625,"{0: 0, 1: 4, 2: 0, 3: 11, 4: 1}","{0: 0.0, 1: 0.25, 2: 0.0, 3: 0.6875, 4: 0.0625}",12.0,1514.316,16.0,94.64475,1.0088943229342235,0.0,1.0,0.4,0.3125,0.36190476190476195,0.37573870729004355,0.0,0.08482951065420957
215,12788,9,Berettyóújfalu,3,2,3,94,15472,ölyvös utca,8,2,"ölyvös utca 8, Berettyóújfalu","{'x': 21.53075997789, 'y': 47.197480014152}",21.53075997789,47.197480014152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,3.3333333333333335,945.026,94.5026,3.0,"{0: 0, 1: 0, 2: 0, 3: 6}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 1.0}",6.0,472.51300000000003,5.0,94.5026,1.0022952308248507,0.0,1.0,0.4,0.3333333333333333,0.0,0.2319216075334496,0.0,0.10974357117381378
216,12788,9,Berettyóújfalu,3,2,3,94,15472,szillér utca,102,0,"szillér utca 102, Berettyóújfalu","{'x': 21.522879983076, 'y': 47.222219997655}",21.522879983076,47.222219997655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,24.0,4.363636363636363,2454.4339999999997,102.26808333333332,2.909090909090909,"{0: 0, 1: 1, 2: 0, 3: 9, 4: 1}","{0: 0.0, 1: 0.09090909090909091, 2: 0.0, 3: 0.8181818181818182, 4: 0.09090909090909091}",10.0,1227.2169999999999,12.0,102.26808333333332,1.0048954000939139,0.0,1.0,0.6000000000000001,0.5,0.36296296296296293,0.45368348737770714,0.0,0.11497002834218262
217,12788,9,Berettyóújfalu,3,2,3,94,15472,tárogató utca,10,0,"tárogató utca 10, Berettyóújfalu","{'x': 21.545629977037, 'y': 47.23016998136}",21.545629977037,47.23016998136,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,3.5555555555555554,1565.9139999999998,97.86962499999998,2.7777777777777777,"{0: 0, 1: 2, 2: 0, 3: 5, 4: 2}","{0: 0.0, 1: 0.2222222222222222, 2: 0.0, 3: 0.5555555555555556, 4: 0.2222222222222222}",7.0,782.9570000000001,8.0,97.86962500000001,1.00170817467821,0.0,1.0,0.75,0.42105263157894735,0.46428571428571425,0.3577601331341927,0.0,0.1838321479778374
218,12788,9,Berettyóújfalu,3,2,3,94,15472,vadász utca,19,2,"vadász utca 19, Berettyóújfalu","{'x': 21.528499965336, 'y': 47.200630017184}",21.528499965336,47.200630017184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,3.0,756.6279999999999,126.10466666666666,3.0,"{0: 0, 1: 0, 2: 0, 3: 4}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 1.0}",4.0,378.314,3.0,126.10466666666667,1.009606643559552,0.0,1.0,1.3333333333333333,0.75,0.6666666666666666,0.6015008315175003,0.0,0.32456160227748454
219,11305,16,Besenyszög,4,3,6,167,3339,aradi út,14/A,1,"aradi út 14/A, Besenyszög","{'x': 20.252729961766, 'y': 47.290809991439}",20.252729961766,47.290809991439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,3.3333333333333335,1358.272,135.8272,3.1666666666666665,"{0: 0, 1: 0, 2: 0, 3: 5, 4: 1}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.8333333333333334, 4: 0.16666666666666666}",6.0,679.136,5.0,135.8272,0.9999979498363639,0.0,1.0,1.2000000000000002,0.7142857142857143,0.7000000000000001,0.5773502691896257,0.0,0.2872335912811006
220,11305,16,Besenyszög,4,3,6,167,3339,aradi út,50,1,"aradi út 50, Besenyszög","{'x': 20.248010028269, 'y': 47.294330013587}",20.248010028269,47.294330013587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,3.2,1203.4959999999999,150.43699999999998,3.2,"{0: 0, 1: 0, 2: 0, 3: 4, 4: 1}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.8, 4: 0.2}",5.0,601.7479999999999,4.0,150.43699999999998,0.999998114020948,0.0,1.0,1.5,0.8,0.8333333333333333,0.653280511529063,0.0,0.357556987250496
221,11305,16,Besenyszög,4,3,6,167,3339,attila út,33,2,"attila út 33, Besenyszög","{'x': 20.265610013281, 'y': 47.302379993397}",20.265610013281,47.302379993397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,3.0,933.1020000000001,155.51700000000002,2.0,"{0: 0, 1: 2, 2: 0, 3: 2}","{0: 0.0, 1: 0.5, 2: 0.0, 3: 0.5}",2.0,466.551,3.0,155.517,1.2711159476437333,0.0,1.0,2.0,1.0,1.0,0.707106878039843,0.0,0.4797305739863631
223,11305,16,Besenyszög,4,3,6,167,3339,bem körút,31,2,"bem körút 31, Besenyszög","{'x': 20.263310019049, 'y': 47.298899994837}",20.263310019049,47.298899994837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,4.0,1498.606,187.32575,3.25,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 3}","{0: 0.0, 1: 0.25, 2: 0.0, 3: 0.0, 4: 0.75}",3.0,749.3029999999999,4.0,187.32574999999997,1.0526858548943838,0.0,1.0,2.0,1.0,0.6666666666666666,0.6116286437343043,0.3333333333333333,0.3667352990529791
224,11305,16,Besenyszög,4,3,6,167,3339,chiovini ferenc út,8,2,"chiovini ferenc út 8, Besenyszög","{'x': 20.260309968265, 'y': 47.294569987475}",20.260309968265,47.294569987475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,3.0,990.9459999999999,165.15766666666664,3.25,"{0: 0, 1: 0, 2: 0, 3: 3, 4: 1}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.75, 4: 0.25}",4.0,495.473,3.0,165.15766666666667,1.0341017196187705,0.0,1.0,1.3333333333333333,0.75,0.6666666666666666,0.6015008315175003,0.0,0.32456160227748454
225,11305,16,Besenyszög,4,3,6,167,3339,chiovini ferenc út,30,1,"chiovini ferenc út 30, Besenyszög","{'x': 20.263610007364, 'y': 47.294070006951}",20.263610007364,47.294070006951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,2.6666666666666665,1000.414,250.1035,3.3333333333333335,"{0: 0, 1: 0, 2: 0, 3: 2, 4: 1}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.6666666666666666, 4: 0.3333333333333333}",3.0,500.207,2.0,250.1035,1.030802752989015,0.0,1.0,1.0,0.6666666666666666,0.0,0.5000000644180599,0.0,0.25675708783778944
226,11305,16,Besenyszög,4,3,6,167,3339,csillag út,25,2,"csillag út 25, Besenyszög","{'x': 20.259110015006, 'y': 47.287950002257}",20.259110015006,47.287950002257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,4.0,1935.5560000000003,193.55560000000003,3.6,"{0: 0, 1: 0, 2: 0, 3: 2, 4: 3}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.4, 4: 0.6}",5.0,967.778,5.0,193.5556,0.9999995107566734,0.0,1.0,1.5,0.8,0.5833333333333333,0.5573460928203134,0.0,0.2941112913345176
228,11305,16,Besenyszög,4,3,6,167,3339,kossuth út,48,1,"kossuth út 48, Besenyszög","{'x': 20.252689980088, 'y': 47.294410018853}",20.252689980088,47.294410018853,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,4.444444444444445,2795.448,139.7724,3.888888888888889,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 8}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.1111111111111111, 4: 0.8888888888888888}",9.0,1397.7240000000002,10.0,139.7724,1.0000002508983001,0.0,1.0,1.0,0.6666666666666666,0.625,0.547955228856992,0.0,0.18503237634164346
229,11305,16,Besenyszög,4,3,6,167,3339,magyar út,5,2,"magyar út 5, Besenyszög","{'x': 20.255509987592, 'y': 47.287270020362}",20.255509987592,47.287270020362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,3.2,1212.2259999999999,151.52824999999999,3.4,"{0: 0, 1: 0, 2: 0, 3: 3, 4: 2}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.6, 4: 0.4}",5.0,606.1129999999999,4.0,151.52824999999999,0.9999999549432552,0.0,1.0,1.0,0.6666666666666666,0.5,0.5000017939959851,0.0,0.24549256100607258
230,11305,16,Besenyszög,4,3,6,167,3339,nefelejcs út,18/A,1,"nefelejcs út 18/A, Besenyszög","{'x': 20.25603997533, 'y': 47.287500019785}",20.25603997533,47.287500019785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,3.2,1382.698,172.83725,3.2,"{0: 0, 1: 0, 2: 0, 3: 4, 4: 1}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.8, 4: 0.2}",5.0,691.349,4.0,172.83725,0.9999998625149541,0.0,1.0,1.5,0.8,0.8333333333333333,0.653280511529063,0.0,0.357556987250496
232,11305,16,Besenyszög,4,3,6,167,3339,pásztor út,22,1,"pásztor út 22, Besenyszög","{'x': 20.261099962639, 'y': 47.287770000886}",20.261099962639,47.287770000886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,2.6666666666666665,799.2280000000001,199.80700000000002,3.6666666666666665,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 2}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.3333333333333333, 4: 0.6666666666666666}",3.0,399.61400000000003,2.0,199.80700000000002,0.9999986955630302,0.0,1.0,2.0,1.0,1.0,0.707106690085642,0.0,0.48648582432442095
233,16346,7,Besnyő,4,3,7,78,1752,ady endre utca,17,1,"ady endre utca 17, Besnyő","{'x': 18.804010031188, 'y': 47.192440017682}",18.804010031188,47.192440017682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,523.978,261.989,2.5,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 1}","{0: 0.0, 1: 0.5, 2: 0.0, 3: 0.0, 4: 0.5}",1.0,261.989,1.0,261.989,0.9999988848283436,0.0,1.0,2.0,1.0,0.0,0.7071067811865476,0.0,0.5
234,16346,7,Besnyő,4,3,7,78,1752,akácfa utca,6,0,"akácfa utca 6, Besnyő","{'x': 18.79452, 'y': 47.19066}",18.79452,47.19066,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,62.0,4.592592592592593,2923.2779999999993,47.14964516129031,2.5925925925925926,"{0: 0, 1: 8, 2: 0, 3: 14, 4: 5}","{0: 0.0, 1: 0.2962962962962963, 2: 0.0, 3: 0.5185185185185185, 4: 0.18518518518518517}",19.0,1461.6390000000004,31.0,47.14964516129034,1.0291676705199102,0.0,1.0,0.23076923076923078,0.29545454545454547,0.15794871794871793,0.29023984824168364,0.0,0.04350150745968346
236,16346,7,Besnyő,4,3,7,78,1752,arany jános utca,5,1,"arany jános utca 5, Besnyő","{'x': 18.781049986734, 'y': 47.188390007796}",18.781049986734,47.188390007796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,3.2,765.372,95.6715,2.6,"{0: 0, 1: 1, 2: 0, 3: 4}","{0: 0.0, 1: 0.2, 2: 0.0, 3: 0.8}",4.0,382.686,4.0,95.6715,1.0076057097838322,0.0,1.0,1.0,0.5714285714285714,0.5,0.49999999508235293,0.0,0.24594541923542018
237,16346,7,Besnyő,4,3,7,78,1752,árpád utca,8,2,"árpád utca 8, Besnyő","{'x': 18.794119972174, 'y': 47.184149980165}",18.794119972174,47.184149980165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,134.782,67.391,3.5,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 1}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.5, 4: 0.5}",2.0,67.391,1.0,67.391,0.999994328580479,0.0,1.0,2.0,1.0,0.0,0.7071067811865476,0.0,0.5
