ecimk,KSHkod,telkod,megye,telnev,teltip,teltip3,teltip8,jaraskodKSH,nepesseg,UTCA,Hazszam,eredm
3157,12593,12593,15,Tiszadob,4,3,6,158,2869,GÁRDONYI UTCA,23,0
3158,12593,12593,15,Tiszadob,4,3,6,158,2869,GÁRDONYI UTCA,35,1
3159,12593,12593,15,Tiszadob,4,3,6,158,2869,HUNYADI UTCA,119,1
3160,12593,12593,15,Tiszadob,4,3,6,158,2869,HUNYADI UTCA,130,1
3161,12593,12593,15,Tiszadob,4,3,6,158,2869,ISKOLA UTCA,16/A,0
3162,12593,12593,15,Tiszadob,4,3,6,158,2869,JÓZSEF ATTILA UTCA,1,1
3163,13815,13815,16,Tiszaföldvár,3,2,3,165,11129,DOB ÚT,43,1
3164,13815,13815,16,Tiszaföldvár,3,2,3,165,11129,HUNYADI ÚT,81,2
3165,13815,13815,16,Tiszaföldvár,3,2,3,165,11129,ÓKINCSEM I ÚT,48,1
3166,13815,13815,16,Tiszaföldvár,3,2,3,165,11129,ÓSZŐLŐ FŐ ÚT,80,0
3167,29726,29726,16,Tiszafüred,3,2,3,168,11382,BUTELLA UTCA,8,0
3168,29726,29726,16,Tiszafüred,3,2,3,168,11382,HÚSZÖLES ÚT,37,0
3169,29726,29726,16,Tiszafüred,3,2,3,168,11382,HÚSZÖLES ÚT,62,1
3171,30623,30623,3,Tiszakécske,3,2,3,44,11430,HŐSÖK ÚTJA,36,1
3172,30623,30623,3,Tiszakécske,3,2,3,44,11430,MÓRICZ ZSIGMOND UTCA,6,1
3173,30623,30623,3,Tiszakécske,3,2,3,44,11430,NÉMETH LÁSZLÓ UTCA,13,1
3174,30623,30623,3,Tiszakécske,3,2,3,44,11430,TISZABÖG UTCA,19,1
3175,28352,28352,5,Tiszaújváros,3,2,3,68,16500,BARCSAY JENŐ TÉR,8,0
3176,28352,28352,5,Tiszaújváros,3,2,3,68,16500,MÁTYÁS KIRÁLY ÚT,12,0
3178,28352,28352,5,Tiszaújváros,3,2,3,68,16500,ÖRÖSI ÚT,54,2
3179,28352,28352,5,Tiszaújváros,3,2,3,68,16500,RÓZSA ÚT,24,2
3180,7597,7597,15,Tiszavasvári,3,2,3,158,12848,BERZSENYI DÁNIEL UTCA,20,0
3182,7597,7597,15,Tiszavasvári,3,2,3,158,12848,IFJÚSÁG UTCA,01.jan,0
3183,7597,7597,15,Tiszavasvári,3,2,3,158,12848,SZÉLES UTCA,26,0
3184,25274,25274,17,Tolna,3,2,3,175,11126,ALKOTMÁNY UTCA,89,1
3185,25274,25274,17,Tolna,3,2,3,175,11126,FÉM UTCA,28,1
3186,25274,25274,17,Tolna,3,2,3,175,11126,FÜRDŐHÁZ UTCA,6,0
3187,25274,25274,17,Tolna,3,2,3,175,11126,MÓRA FERENC UTCA,16,1
3188,16957,16957,15,Tornyospálca,4,3,6,153,2576,BAJCSY-ZSILINSZKY UTCA,53,2
3189,16957,16957,15,Tornyospálca,4,3,6,153,2576,BAJCSY-ZSILINSZKY UTCA,65,2
3190,16957,16957,15,Tornyospálca,4,3,6,153,2576,BÉKE UTCA,3,1
3192,16957,16957,15,Tornyospálca,4,3,6,153,2576,HAJNAL UTCA,9,1
3194,16957,16957,15,Tornyospálca,4,3,6,153,2576,HONVÉD UTCA,73,1
3196,16957,16957,15,Tornyospálca,4,3,6,153,2576,KOSSUTH UTCA,148,0
3197,16957,16957,15,Tornyospálca,4,3,6,153,2576,PETŐFI UTCA,28,1
3200,16957,16957,15,Tornyospálca,4,3,6,153,2576,SZABADSÁG UTCA,80,1
3202,29823,29823,13,Tököl,3,2,3,136,10851,AKÁCOS ÚT,36,2
3203,29823,29823,13,Tököl,3,2,3,136,10851,DOBÓ KATALIN UTCA,001670/0011,1
3204,29823,29823,13,Tököl,3,2,3,136,10851,DUNA UTCA,12,2
3207,6859,6859,13,Törökbálint,3,2,3,127,12841,IDAMAJOR,0,1
3208,6859,6859,13,Törökbálint,3,2,3,127,12841,JÓZSEF ATTILA UTCA,63,1
3209,6859,6859,13,Törökbálint,3,2,3,127,12841,KAZINCZY FERENC UTCA,96,0
3210,27313,27313,16,Törökszentmiklós,3,2,3,169,21071,ÁRNYAS UTCA,18,1
3211,27313,27313,16,Törökszentmiklós,3,2,3,169,21071,BATTHYÁNY ÚT,150,1
3212,27313,27313,16,Törökszentmiklós,3,2,3,169,21071,LISZT FERENC UTCA,8,0
3213,27313,27313,16,Törökszentmiklós,3,2,3,169,21071,MARGIT UTCA,23,1
3214,27313,27313,16,Törökszentmiklós,3,2,3,169,21071,SZABADSAJTÓ UTCA,51/A,1
3215,27313,27313,16,Törökszentmiklós,3,2,3,169,21071,SZABÓ REKTOR UTCA,17,1
3216,27313,27313,16,Törökszentmiklós,3,2,3,169,21071,SZAKÁLLAS TELEP,26,0
3217,27313,27313,16,Törökszentmiklós,3,2,3,169,21071,ZENGŐ UTCA,2,1
3218,26611,26611,15,Újfehértó,3,2,3,157,12931,IBOLYA UTCA,19,2
3220,26611,26611,15,Újfehértó,3,2,3,157,12931,SZENT ISTVÁN ÚT,54,0
3221,26611,26611,15,Újfehértó,3,2,3,157,12931,TÁNCSICS MIHÁLY UTCA,48,0
3222,12894,12894,13,Üllő,3,2,3,139,11425,ERDŐSOR UTCA,27,2
3224,12894,12894,13,Üllő,3,2,3,139,11425,MAGLÓDI ÚT,34,0
3225,12894,12894,13,Üllő,3,2,3,139,11425,VÖRÖSMARTY UTCA,30,1
3227,24934,24934,13,Vác,3,2,3,138,33831,DEÁKVÁRI FŐÚT,31,2
3229,24934,24934,13,Vác,3,2,3,138,33831,FÖLDVÁRY KÁROLY TÉR,17,2
3230,24934,24934,13,Vác,3,2,3,138,33831,GÉZA KIRÁLY TÉR,3,1
3233,24934,24934,13,Vác,3,2,3,138,33831,KÜLSŐ RÁDI ÚT,23,1
3234,24934,24934,13,Vác,3,2,3,138,33831,SÖVÉNY UTCA,47,0
3235,24934,24934,13,Vác,3,2,3,138,33831,SÜLLŐ UTCA,6,2
3236,24934,24934,13,Vác,3,2,3,138,33831,SZÉCHENYI ISTVÁN UTCA,07.márc,0
3238,8989,8989,9,Vámospércs,3,2,3,101,5347,ARANY JÁNOS UTCA,29/A,1
3241,8989,8989,9,Vámospércs,3,2,3,101,5347,HEGYALJA UTCA,27,1
3242,8989,8989,9,Vámospércs,3,2,3,101,5347,IBOLYA UTCA,4,1
3244,8989,8989,9,Vámospércs,3,2,3,101,5347,IRINYI JÁNOS UTCA,35,1
3245,8989,8989,9,Vámospércs,3,2,3,101,5347,KISS UTCA,26/A,1
3246,8989,8989,9,Vámospércs,3,2,3,101,5347,KOSSUTH UTCA,25/A,1
3247,8989,8989,9,Vámospércs,3,2,3,101,5347,MALOM UTCA,11,0
3249,8989,8989,9,Vámospércs,3,2,3,101,5347,MÓRICZ ZSIGMOND UTCA,20,1
3250,8989,8989,9,Vámospércs,3,2,3,101,5347,ORGONA UTCA,20,2
3251,8989,8989,9,Vámospércs,3,2,3,101,5347,RÉPALAPOS DŰLŐ,3,1
3252,11439,11439,19,Várpalota,3,2,3,190,20756,BALASSI BÁLINT UTCA,9,1
3254,11439,11439,19,Várpalota,3,2,3,190,20756,FEKETE GYÉMÁNT UTCA,3,2
3255,11439,11439,19,Várpalota,3,2,3,190,20756,RÓZSAKÚT UTCA,14,1
3257,11439,11439,19,Várpalota,3,2,3,190,20756,TÁNCSICS MIHÁLY UTCA,12,1
3259,26815,26815,13,Vecsés,3,2,3,139,20088,BÁNYA UTCA,29,2
3260,26815,26815,13,Vecsés,3,2,3,139,20088,KELLNER DR. UTCA,34,1
3261,26815,26815,13,Vecsés,3,2,3,139,20088,KINIZSI UTCA,18,1
3262,26815,26815,13,Vecsés,3,2,3,139,20088,KOSSUTH LAJOS UTCA,34,1
3263,26815,26815,13,Vecsés,3,2,3,139,20088,SZÉCHENYI UTCA,25,0
3264,26815,26815,13,Vecsés,3,2,3,139,20088,TERÉZ UTCA,35,0
3265,26815,26815,13,Vecsés,3,2,3,139,20088,VÖRÖSMARTY UTCA,3,0
3267,25016,25016,7,Velence,3,2,3,80,5474,FŐ UTCA,7/A,1
3268,25016,25016,7,Velence,3,2,3,80,5474,FŐ UTCA,39/A,0
3269,25016,25016,7,Velence,3,2,3,80,5474,FŐ UTCA,42,0
3272,25016,25016,7,Velence,3,2,3,80,5474,HATÁR UTCA,75,1
3273,25016,25016,7,Velence,3,2,3,80,5474,II. UTCA,43,1
3274,25016,25016,7,Velence,3,2,3,80,5474,KIS ÚT,8/A,2
3276,25016,25016,7,Velence,3,2,3,80,5474,NADAPI ÚT,20,2
3277,25016,25016,7,Velence,3,2,3,80,5474,ORSZÁG ÚT,76,2
3279,25016,25016,7,Velence,3,2,3,80,5474,SOLT KÖZ,5/A,0
3280,18342,18342,13,Veresegyház,3,2,3,128,15998,BATTHYÁNY UTCA,3/A,0
3281,18342,18342,13,Veresegyház,3,2,3,128,15998,HOLD UTCA,3,1
3282,18342,18342,13,Veresegyház,3,2,3,128,15998,KÖKÉNY UTCA,14.dec,2
3285,11767,11767,19,Veszprém,2,2,2,191,61721,ALSÓ-ÚJSOR,14,1
3286,11767,11767,19,Veszprém,2,2,2,191,61721,DAMJANICH JÁNOS UTCA,4,1
3288,11767,11767,19,Veszprém,2,2,2,191,61721,EGYETEM UTCA,18,0
3289,11767,11767,19,Veszprém,2,2,2,191,61721,ENDRŐDI SÁNDOR UTCA,49,0
3290,11767,11767,19,Veszprém,2,2,2,191,61721,HASZKOVÓ UTCA,21,0
3291,11767,11767,19,Veszprém,2,2,2,191,61721,HÉRICS UTCA,1/A,0
3292,11767,11767,19,Veszprém,2,2,2,191,61721,HIDEGKÚT UTCA,2,1
3293,11767,11767,19,Veszprém,2,2,2,191,61721,HUNYADI JÁNOS UTCA,36,0
3294,11767,11767,19,Veszprém,2,2,2,191,61721,KISKŐRÖSI UTCA,45,0
3295,11767,11767,19,Veszprém,2,2,2,191,61721,LÓCZY LAJOS UTCA,17/A,0
3296,11767,11767,19,Veszprém,2,2,2,191,61721,NAGY LÁSZLÓ UTCA,2,1
3297,11767,11767,19,Veszprém,2,2,2,191,61721,NYÁRFA UTCA,01.jan,0
3298,11767,11767,19,Veszprém,2,2,2,191,61721,PAPOD UTCA,1,0
3299,11767,11767,19,Veszprém,2,2,2,191,61721,RANOLDER JÁNOS TÉR,9/A,0
3305,11767,11767,19,Veszprém,2,2,2,191,61721,VICTOR HUGO UTCA,5,0
3307,21722,21722,10,Zagyvaszántó,4,3,6,107,1976,ADY ENDRE ÚT,37,1
3308,21722,21722,10,Zagyvaszántó,4,3,6,107,1976,ARANY JÁNOS ÚT,16,2
3309,21722,21722,10,Zagyvaszántó,4,3,6,107,1976,BAJCSY-ZSILINSZKY ÚT,11,1
3313,21722,21722,10,Zagyvaszántó,4,3,6,107,1976,FŐ ÚT,5,0
3314,21722,21722,10,Zagyvaszántó,4,3,6,107,1976,IFJÚSÁG ÚT,8,1
3315,21722,21722,10,Zagyvaszántó,4,3,6,107,1976,IFJÚSÁG ÚT,17,1
3317,21722,21722,10,Zagyvaszántó,4,3,6,107,1976,JÓKAI MÓR ÚT,16,0
3319,21722,21722,10,Zagyvaszántó,4,3,6,107,1976,RÁKÓCZI FERENC ÚT,105,0
3320,16203,16203,15,Záhony,3,2,3,160,4062,ADY ENDRE ÚT,11,2
3321,16203,16203,15,Záhony,3,2,3,160,4062,ADY ENDRE ÚT,15,2
3322,16203,16203,15,Záhony,3,2,3,160,4062,ADY ENDRE ÚT,23,1
3323,16203,16203,15,Záhony,3,2,3,160,4062,ADY ENDRE ÚT,24/B,2
3324,16203,16203,15,Záhony,3,2,3,160,4062,ADY ENDRE ÚT,27,0
3325,16203,16203,15,Záhony,3,2,3,160,4062,ADY ENDRE ÚT,50/A,0
3326,16203,16203,15,Záhony,3,2,3,160,4062,AKÁCFA UTCA,21,1
3327,16203,16203,15,Záhony,3,2,3,160,4062,ALKOTMÁNY ÚT,3/A,2
3329,16203,16203,15,Záhony,3,2,3,160,4062,DÓZSA GYÖRGY ÚT,14,1
3330,16203,16203,15,Záhony,3,2,3,160,4062,HÁRSFA UTCA,10,0
3335,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,BARTÓK BÉLA UTCA,58,0
3336,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,BECSALI ÚT,53/D,0
3337,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,BECSALI ÚT,93,1
3338,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,BERZSENYI DÁNIEL UTCA,15,0
3339,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,BERZSENYI DÁNIEL UTCA,26,0
3340,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,BÍRÓ MÁRTON UTCA,24/B,0
3341,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,DÍSZ TÉR,3,0
3342,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,FEJÉR GYÖRGY UTCA,2,0
3343,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,GASPARICH MÁRK UTCA,26/A,1
3344,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,GÉBÁRTI ÚT,46,2
3345,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,HEGYALJA UTCA,5,2
3346,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,JÓKAI MÓR UTCA,34,2
3348,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,KISPEST UTCA,9,2
3349,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,KOSSUTH LAJOS UTCA,50,2
3351,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,KÖZTÁRSASÁG ÚTJA,ápr.64,0
3352,32054,32054,20,Zalaegerszeg,2,2,2,197,59499,KÜLSŐ-KÓRHÁZ UTCA,2,0
3355,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,1,2
3359,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,6,2
3360,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,7,0
3361,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,18,1
3362,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,25,0
3363,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,40,1
3364,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,42,1
3366,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,61,0
3367,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,62,1
3368,12201,12201,2,Zók,4,3,8,32,307,ARANY JÁNOS UTCA,67,2
3369,22035,22035,13,Zsámbok,4,3,6,128,2408,ARANY JÁNOS UTCA,19,0
3370,22035,22035,13,Zsámbok,4,3,6,128,2408,DEÁK FERENC UTCA,55,1
3371,22035,22035,13,Zsámbok,4,3,6,128,2408,DEÁK FERENC UTCA,63,1
3372,22035,22035,13,Zsámbok,4,3,6,128,2408,DEÁK FERENC UTCA,103,0
3373,22035,22035,13,Zsámbok,4,3,6,128,2408,HUNYADI UTCA,5,1
3374,22035,22035,13,Zsámbok,4,3,6,128,2408,IPOLYSÁG UTCA,11,1
3375,22035,22035,13,Zsámbok,4,3,6,128,2408,JÓZSEF ATTILA UTCA,30,0
3377,22035,22035,13,Zsámbok,4,3,6,128,2408,KOSSUTH LAJOS UTCA,20,1
3378,22035,22035,13,Zsámbok,4,3,6,128,2408,KOSSUTH LAJOS UTCA,43,1
3379,22035,22035,13,Zsámbok,4,3,6,128,2408,NAGYDIÓFA UTCA,8,0
3380,22035,22035,13,Zsámbok,4,3,6,128,2408,NAGYDIÓFA UTCA,36,1
3382,22035,22035,13,Zsámbok,4,3,6,128,2408,RÁKÓCZI UTCA,11,2
5001,4880,4880,8,Ágfalva,4,3,6,91,2151,SOPRONI UTCA,62,0
5002,4880,4880,8,Ágfalva,4,3,6,91,2151,ÚJ UTCA,1/A,1
5004,6673,6673,19,Ajka,3,2,3,183,29106,DÓZSA GYÖRGY UTCA,56,2
5005,6673,6673,19,Ajka,3,2,3,183,29106,KOSZTOLÁNYI UTCA,19,1
5006,23199,23199,13,Alsónémedi,4,3,5,129,5144,SZÉCHENYI UTCA,101,1
5007,23199,23199,13,Alsónémedi,4,3,5,129,5144,TEMPLOM UTCA,20,0
5008,23199,23199,13,Alsónémedi,4,3,5,129,5144,TULIPÁN UTCA,32,1
5009,21032,21032,5,Alsózsolca,3,2,3,61,5766,MÓRICZ ZSIGMOND UTCA,25,2
5010,21032,21032,5,Alsózsolca,3,2,3,61,5766,RÁKÓCZI ÚT,9,1
5011,21032,21032,5,Alsózsolca,3,2,3,61,5766,SAJÓ UTCA,6,2
5013,22327,22327,19,Badacsonytomaj,3,2,3,189,2135,PETŐFI UTCA,86,1
5014,22327,22327,19,Badacsonytomaj,3,2,3,189,2135,SZÉCHENYI ISTVÁN UTCA,9,1
5016,20011,20011,9,Bagamér,4,3,6,101,2476,PETŐFI SÁNDOR UTCA,31,1
5017,20011,20011,9,Bagamér,4,3,6,101,2476,ZRÍNYI UTCA,15,2
5018,3522,3522,3,Baja,3,2,3,35,36267,BERCSÉNYI MIKLÓS UTCA,3,0
5019,3522,3522,3,Baja,3,2,3,35,36267,JELKY ANDRÁS UTCA,88,0
5021,5944,5944,8,Bakonyszentlászló,4,3,7,90,1825,TÖRÖK BÁLINT UTCA,3,0
5022,5944,5944,8,Bakonyszentlászló,4,3,7,90,1825,VAK BOTTYÁN UTCA,28,0
5024,13657,13657,12,Balassagyarmat,3,2,3,116,16397,SZÜGYI ÚT,57,1
5025,33862,33862,14,Balatonlelle,3,2,3,142,5217,ÚSZÓ UTCA,51,1
5026,33862,33862,14,Balatonlelle,3,2,3,142,5217,ÚSZÓ UTCA,104,1
5028,16601,16601,14,Balatonszabadi,4,3,6,146,2971,VAK BOTTYÁN UTCA,56/A,2
5030,16601,16601,14,Balatonszabadi,4,3,6,146,2971,VAK BOTTYÁN UTCA,205/A,0
5032,2918,2918,9,Balmazújváros,3,2,3,93,17573,MÓRA FERENC UTCA,13/A,1
5034,18698,18698,20,Bázakerettye,4,3,8,195,842,SPORT ÚT,11,0
5035,18698,18698,20,Bázakerettye,4,3,8,195,842,TEMPLOM TÉR,2,0
5036,18698,18698,20,Bázakerettye,4,3,8,195,842,VIRÁG UTCA,4,2
5038,15200,15200,4,Békéscsaba,2,2,2,46,62050,FÉNYESI UTCA,149,1
5039,15200,15200,4,Békéscsaba,2,2,2,46,62050,GYŐRI UTCA,44,1
5040,15200,15200,4,Békéscsaba,2,2,2,46,62050,MÁRIÁSSY UTCA,62,1
5041,15200,15200,4,Békéscsaba,2,2,2,46,62050,TULIPÁN UTCA,16,2
5042,11305,11305,16,Besenyszög,4,3,6,167,3339,RÓZSA KÖRÚT,16,1
5043,11305,11305,16,Besenyszög,4,3,6,167,3339,SZABADSÁG TÉR,3,2
5044,11305,11305,16,Besenyszög,4,3,6,167,3339,VASVÁRI ÚT,3/A,1
5046,16346,16346,7,Besnyő,4,3,7,78,1752,SZABADSÁG UTCA,29,1
5048,14119,14119,2,Bezedek,4,3,8,27,232,KOSSUTH LAJOS UTCA,110,1
5049,14119,14119,2,Bezedek,4,3,8,27,232,KOSSUTH LAJOS UTCA,116,1
5050,14119,14119,2,Bezedek,4,3,8,27,232,KOSSUTH LAJOS UTCA,119,1
5051,8891,8891,13,Biatorbágy,3,2,3,123,12484,FORRÁS UTCA,003407/0007,1
5053,25195,25195,5,Bogács,4,3,6,60,1952,SZÉCHENYI UTCA,45,0
5054,25195,25195,5,Bogács,4,3,6,60,1952,ZÖLDFA UTCA,8,1
5056,32151,32151,2,Bogád,4,3,7,28,1071,RÁKÓCZI UTCA,18.jan,0
5057,32151,32151,2,Bogád,4,3,7,28,1071,VIOLA UTCA,4,0
5058,32151,32151,2,Bogád,4,3,7,28,1071,VIRÁG UTCA,9,0
5059,3425,3425,17,Bogyiszló,4,3,6,175,2195,PETŐFI UTCA,22,1
5060,3425,3425,17,Bogyiszló,4,3,6,175,2195,TOLNAI UTCA,2/A,0
5061,3425,3425,17,Bogyiszló,4,3,6,175,2195,VÁSÁRTÉR UTCA,32,1
5063,6707,6707,5,Borsodivánka,4,3,8,60,746,RÁKÓCZI ÚT,4,1
5064,6707,6707,5,Borsodivánka,4,3,8,60,746,RÁKÓCZI ÚT,11,1
5066,3407,3407,13,Budajenő,4,3,7,123,1687,TÁNCSICS MIHÁLY UTCA,2,1
5067,3407,3407,13,Budajenő,4,3,7,123,1687,VADVIRÁG UTCA,2,0
5068,3407,3407,13,Budajenő,4,3,7,123,1687,VADVIRÁG UTCA,29,2
5069,23463,23463,13,Budakalász,3,2,4,135,10619,LILIOM UTCA,6,1
5070,23278,23278,13,Budaörs,3,2,3,123,26757,KÁROLY KIRÁLY UTCA,85,1
5071,23278,23278,13,Budaörs,3,2,3,123,26757,POZSONYI UTCA,14.jan,1
5176,14234,14234,12,Buják,4,3,6,118,2202,SZENT MÁRTON UTCA,5,0
5177,11341,11341,13,Cegléd,3,2,3,124,36645,KOSSUTH FERENC UTCA,47,1
5178,11341,11341,13,Cegléd,3,2,3,124,36645,REMETE UTCA,3/A,0
5180,22938,22938,16,Cibakháza,4,3,6,165,4304,ÚJSZŐLŐ,190,2
5184,16416,16416,11,Császár,4,3,7,111,1836,VÁCI MIHÁLY UTCA,20,0
5186,15699,15699,3,Csikéria,4,3,8,34,866,ÚJ UTCA,20,0
5187,15699,15699,3,Csikéria,4,3,8,34,866,ZÖLDFASOR UTCA,32/A,2
5189,5111,5111,6,Csongrád,3,2,3,70,17242,ZSINOR UTCA,33,1
5190,9247,9247,13,Dabas,3,2,3,125,16386,GYÖNGYVIRÁG KÖZ,6,1
5193,15130,15130,9,Debrecen,2,2,2,95,211320,CSERESZNYE UTCA,32,1
5194,15130,15130,9,Debrecen,2,2,2,95,211320,FÉLEGYHÁZI TAMÁS UTCA,7,1
5195,15130,15130,9,Debrecen,2,2,2,95,211320,GÁSPÁR GYÖRGY KERT,033686/0009,2
5196,15130,15130,9,Debrecen,2,2,2,95,211320,ISPOTÁLY UTCA,14/F,1
5197,15130,15130,9,Debrecen,2,2,2,95,211320,IZABELLA UTCA,28,1
5198,15130,15130,9,Debrecen,2,2,2,95,211320,LÁZÁR UTCA,86/B,0
5200,15130,15130,9,Debrecen,2,2,2,95,211320,PETŐFI TÉR,20-21,2
5201,15130,15130,9,Debrecen,2,2,2,95,211320,SIKLÓ UTCA,66,0
5202,15130,15130,9,Debrecen,2,2,2,95,211320,UJHÁZI EDE UTCA,3,1
5204,24077,24077,6,Deszk,4,3,6,75,3560,PÉRÓ SZEGEDINÁC UTCA,36,1
5205,24077,24077,6,Deszk,4,3,6,75,3560,SEMMELWEIS UTCA,12/A,2
5206,24077,24077,6,Deszk,4,3,6,75,3560,TÁNCSICS UTCA,75,1
5207,10490,10490,11,Dorog,3,2,3,110,12199,SCHMIDT SÁNDOR LAKÓTELEP,26,1
5208,9584,9584,13,Dunaharaszti,3,2,3,136,20473,DEMBINSZKY UTCA,1,2
5209,18616,18616,13,Dunakeszi,3,2,3,126,40545,BARTÓK BÉLA UTCA,7,1
5210,18616,18616,13,Dunakeszi,3,2,3,126,40545,FENYVES UTCA,15,0
5211,3115,3115,7,Dunaújváros,2,2,3,78,48484,BABITS MIHÁLY UTCA,7,0
5212,3115,3115,7,Dunaújváros,2,2,3,78,48484,HENGERÉSZ UTCA,1,0
5214,3115,3115,7,Dunaújváros,2,2,3,78,48484,VASMŰ ÚT,59,1
5215,20534,20534,13,Dunavarsány,3,2,3,136,7363,POZSONYI UTCA,47,0
5216,20534,20534,13,Dunavarsány,3,2,3,136,7363,RÉT UTCA,1,0
5217,20534,20534,13,Dunavarsány,3,2,3,136,7363,SZABADSÁG UTCA,2,2
5218,20491,20491,10,Eger,2,2,2,104,56569,KERTÉSZ UTCA,154,1
5221,4677,4677,5,Emőd,3,2,3,61,5007,PUSKÁS TIVADAR UTCA,8,1
5222,4677,4677,5,Emőd,3,2,3,61,5007,SZÉCHENYI UTCA,56,0
5225,33048,33048,5,Encs,3,2,3,56,6344,VÁCI MIHÁLY ÚT,48,1
5226,33048,33048,5,Encs,3,2,3,56,6344,VÁCI MIHÁLY ÚT,63,1
5227,30988,30988,13,Érd,2,2,3,127,63631,BERETTYÓ UTCA,11,0
5228,30988,30988,13,Érd,2,2,3,127,63631,KÁDÁR UTCA,15,0
5229,30988,30988,13,Érd,2,2,3,127,63631,NŐSZIROM UTCA,15,1
5230,13480,13480,13,Erdőkertes,4,3,5,128,7307,THÖKÖLY UTCA,4/B,0
5231,13480,13480,13,Erdőkertes,4,3,5,128,7307,TOMPA MIHÁLY UTCA,29,1
5232,13480,13480,13,Erdőkertes,4,3,5,128,7307,VERECKEI UTCA,44,1
5234,33589,33589,3,Érsekhalma,4,3,8,35,639,RÁKÓCZI UTCA,28,1
5235,33589,33589,3,Érsekhalma,4,3,8,35,639,SZENTGYÖRGY PUSZTA,5/D,0
5236,25131,25131,11,Esztergom,3,2,3,110,28926,DOBOGÓKŐI ÚT,33,2
5237,25131,25131,11,Esztergom,3,2,3,110,28926,LÁZÁR VILMOS UTCA,68,0
5238,2954,2954,3,Felsőszentiván,4,3,7,35,1850,SZABADSÁG UTCA,46,1
5239,2954,2954,3,Felsőszentiván,4,3,7,35,1850,SZENT ISTVÁN UTCA,20,1
5240,2954,2954,3,Felsőszentiván,4,3,7,35,1850,SZENT ISTVÁN UTCA,43,0
5242,9210,9210,6,Földeák,4,3,6,73,3099,MÓRICZ ZSIGMOND UTCA,19,1
5244,9210,9210,6,Földeák,4,3,6,73,3099,VÁSÁRHELYI UTCA,72,0
5245,3276,3276,10,Füzesabony,3,2,3,105,7880,TEMETŐ ÚT,42,1
5247,3276,3276,10,Füzesabony,3,2,3,105,7880,TÜZÉR ÚT,68/B,2
5248,23649,23649,13,Göd,3,2,3,126,17476,IV.BÉLA KIRÁLY UTCA,32,1
5249,32559,32559,13,Gödöllő,3,2,3,128,32522,GÉBICS UTCA,16,0
5250,32559,32559,13,Gödöllő,3,2,3,128,32522,REPÜLŐTÉRI ÚT,22.márc,2
5252,33455,33455,4,Gyomaendrőd,3,2,3,47,13680,DEÁK FERENC UTCA,5,2
5253,29735,29735,13,Gyömrő,3,2,3,130,16250,RÁKÓCZI UTCA,18,0
5257,25584,25584,8,Győr,2,2,2,87,129527,HÁRMASHATÁR ÚT,17/B,0
5259,25584,25584,8,Győr,2,2,2,87,129527,KÖR TÉR,49,0
5264,15653,15653,8,Győrszemere,4,3,6,92,3251,TÖLGYFA UTCA,41,1
5266,7481,7481,8,Győrújbarát,4,3,5,87,5968,VILLABARÁTH KÖRÚT,29,0
5267,7481,7481,8,Győrújbarát,4,3,5,87,5968,ZÖLD UTCA,39,1
5268,7481,7481,8,Győrújbarát,4,3,5,87,5968,ZRÍNYI UTCA,9,1
5269,5032,5032,4,Gyula,3,2,3,48,31067,HATÁR UTCA,21,1
5270,5032,5032,4,Gyula,3,2,3,48,31067,NAGYSÁNDOR JÓZSEF UTCA,5,0
5271,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,FÜRDŐ UTCA,12/A,0
5273,12803,12803,9,Hajdúdorog,3,2,3,97,8843,SZÉCHENYI UTCA,12,0
5274,12803,12803,9,Hajdúdorog,3,2,3,97,8843,SZÍV UTCA,18,0
5276,22406,22406,9,Hajdúnánás,3,2,3,99,17063,BOCSKAI UTCA,07.márc,2
5277,22406,22406,9,Hajdúnánás,3,2,3,99,17063,MIKES KELEMEN UTCA,15,1
