ecimk,KSHkod,telkod,megye,telnev,teltip,teltip3,teltip8,jaraskodKSH,nepesseg,UTCA,Hazszam,eredm
1204,20534,20534,13,Dunavarsány,3,2,3,136,7363,DIÓFA UTCA,12,0
1206,20534,20534,13,Dunavarsány,3,2,3,136,7363,FÁTYOLVIRÁG UTCA,6,0
1210,20534,20534,13,Dunavarsány,3,2,3,136,7363,MÁRTONYI KÁROLYNÉ UTCA,04.febr,0
1211,20491,20491,10,Eger,2,2,2,104,56569,BABOCSAY SÁNDOR UTCA,32,0
1212,20491,20491,10,Eger,2,2,2,104,56569,BARKÓCZY UTCA,8,0
1213,20491,20491,10,Eger,2,2,2,104,56569,BARKÓCZY UTCA,9,0
1214,20491,20491,10,Eger,2,2,2,104,56569,BETHLEN GÁBOR UTCA,61,1
1215,20491,20491,10,Eger,2,2,2,104,56569,FAISKOLA UTCA,12/C,2
1216,20491,20491,10,Eger,2,2,2,104,56569,II. RÁKÓCZI FERENC UTCA,50,1
1217,20491,20491,10,Eger,2,2,2,104,56569,KALLÓMALOM UTCA,56,2
1218,20491,20491,10,Eger,2,2,2,104,56569,KERTÉSZ UTCA,34,1
1219,20491,20491,10,Eger,2,2,2,104,56569,KOHÁRY ISTVÁN UTCA,11,0
1221,20491,20491,10,Eger,2,2,2,104,56569,MADÁCH IMRE UTCA,12,2
1222,20491,20491,10,Eger,2,2,2,104,56569,MAKLÁRI ÚT,35,0
1223,20491,20491,10,Eger,2,2,2,104,56569,MÁTYÁS KIRÁLY ÚT,72,1
1224,20491,20491,10,Eger,2,2,2,104,56569,MÁTYÁS KIRÁLY ÚT,113,2
1225,20491,20491,10,Eger,2,2,2,104,56569,PUKY MIKLÓS UTCA,23,1
1226,20491,20491,10,Eger,2,2,2,104,56569,RÉGI CIFRAKAPU UTCA,84/A,2
1227,20491,20491,10,Eger,2,2,2,104,56569,RÓZSA KÁROLY UTCA,8,2
1229,20491,20491,10,Eger,2,2,2,104,56569,TIZESHONVÉD UTCA,12,0
1230,20491,20491,10,Eger,2,2,2,104,56569,TÖVISKES TÉR,2,1
1231,4677,4677,5,Emőd,3,2,3,61,5007,ARANY JÁNOS ÚT,1,0
1232,4677,4677,5,Emőd,3,2,3,61,5007,ÁRPÁD UTCA,13,2
1233,4677,4677,5,Emőd,3,2,3,61,5007,BORBÁLA UTCA,11,0
1234,4677,4677,5,Emőd,3,2,3,61,5007,DANKÓ PISTA UTCA,1,0
1235,4677,4677,5,Emőd,3,2,3,61,5007,EMŐDI UTCA,1/A,1
1236,4677,4677,5,Emőd,3,2,3,61,5007,GELEJI UTCA,6,0
1237,4677,4677,5,Emőd,3,2,3,61,5007,GELEJI UTCA,8,1
1238,4677,4677,5,Emőd,3,2,3,61,5007,HEGY UTCA,20,2
1239,4677,4677,5,Emőd,3,2,3,61,5007,JÓKAI UTCA,31,2
1240,4677,4677,5,Emőd,3,2,3,61,5007,KAROLAI UTCA,2,1
1241,4677,4677,5,Emőd,3,2,3,61,5007,LÉVAI UTCA,30,0
1242,4677,4677,5,Emőd,3,2,3,61,5007,MUNKÁS UTCA,12,0
1243,4677,4677,5,Emőd,3,2,3,61,5007,PATAK UTCA,47,1
1244,4677,4677,5,Emőd,3,2,3,61,5007,PINCESOR UTCA,1,0
1245,33048,33048,5,Encs,3,2,3,56,6344,ADY ENDRE ÚT,1,1
1246,33048,33048,5,Encs,3,2,3,56,6344,AKÁCOS ÚT,25,1
1247,33048,33048,5,Encs,3,2,3,56,6344,CSOMA JÓZSEF UTCA,12,1
1248,33048,33048,5,Encs,3,2,3,56,6344,DOBÓ UTCA,3,1
1249,33048,33048,5,Encs,3,2,3,56,6344,EMŐDI DÁNIEL UTCA,10,1
1251,33048,33048,5,Encs,3,2,3,56,6344,EMŐDI DÁNIEL UTCA,29,1
1252,33048,33048,5,Encs,3,2,3,56,6344,FŐ UTCA,47,2
1253,33048,33048,5,Encs,3,2,3,56,6344,JÓKAI ÚT,9,1
1255,33048,33048,5,Encs,3,2,3,56,6344,MÁJUS 1. ÚT,15,1
1256,33048,33048,5,Encs,3,2,3,56,6344,PETŐFI ÚT,58,1
1258,33048,33048,5,Encs,3,2,3,56,6344,RÁKÓCZI ÚT,80/A,2
1259,30988,30988,13,Érd,2,2,3,127,63631,ÁFONYA UTCA,1/A,0
1260,30988,30988,13,Érd,2,2,3,127,63631,AVAR UTCA,56,0
1261,30988,30988,13,Érd,2,2,3,127,63631,BAJCSY-ZSILINSZKY ÚT,59,0
1262,30988,30988,13,Érd,2,2,3,127,63631,BÉKE TÉR,0,1
1263,30988,30988,13,Érd,2,2,3,127,63631,BOR UTCA,15,0
1265,30988,30988,13,Érd,2,2,3,127,63631,EMIL UTCA,71,1
1266,30988,30988,13,Érd,2,2,3,127,63631,ENIKŐ UTCA,1,1
1267,30988,30988,13,Érd,2,2,3,127,63631,GERGELY UTCA,10,1
1268,30988,30988,13,Érd,2,2,3,127,63631,HIVATALNOK UTCA,41/A,1
1269,30988,30988,13,Érd,2,2,3,127,63631,ILONA UTCA,25/B,2
1271,30988,30988,13,Érd,2,2,3,127,63631,KANKALIN UTCA,5/A,0
1272,30988,30988,13,Érd,2,2,3,127,63631,KÉSMÁRKI UTCA,46,1
1273,30988,30988,13,Érd,2,2,3,127,63631,MÁTYÁS KIRÁLY UTCA,37/A,0
1274,30988,30988,13,Érd,2,2,3,127,63631,MURÁNYI UTCA,17/A,0
1276,30988,30988,13,Érd,2,2,3,127,63631,PETŐFI SÁNDOR UTCA,41,0
1278,30988,30988,13,Érd,2,2,3,127,63631,SOMOGYVÁRI UTCA,53,0
1279,30988,30988,13,Érd,2,2,3,127,63631,TÖRÖKBÁLINTI ÚT,49/A,1
1280,30988,30988,13,Érd,2,2,3,127,63631,ZRÍNYI MIKLÓS UTCA,21.jan,1
1281,13480,13480,13,Erdőkertes,4,3,5,128,7307,BACSÓ BÉLA UTCA,36,2
1282,13480,13480,13,Erdőkertes,4,3,5,128,7307,BÁRTFAI UTCA,29,1
1284,13480,13480,13,Erdőkertes,4,3,5,128,7307,FŐ ÚT,41,0
1285,13480,13480,13,Erdőkertes,4,3,5,128,7307,FŐ ÚT,75,1
1288,13480,13480,13,Erdőkertes,4,3,5,128,7307,KALAUZ UTCA,7,1
1289,13480,13480,13,Erdőkertes,4,3,5,128,7307,KOSSUTH UTCA,26,2
1290,13480,13480,13,Erdőkertes,4,3,5,128,7307,ORSOVAI UTCA,18,0
1291,13480,13480,13,Erdőkertes,4,3,5,128,7307,ORSOVAI UTCA,52,2
1292,13480,13480,13,Erdőkertes,4,3,5,128,7307,RÉT UTCA,7,2
1293,13480,13480,13,Erdőkertes,4,3,5,128,7307,SPORT UTCA,24,2
1295,33589,33589,3,Érsekhalma,4,3,8,35,639,ADY UTCA,4,0
1297,33589,33589,3,Érsekhalma,4,3,8,35,639,FŐ UTCA,23,1
1298,33589,33589,3,Érsekhalma,4,3,8,35,639,FŐ UTCA,32,2
1299,33589,33589,3,Érsekhalma,4,3,8,35,639,FŐ UTCA,44,1
1300,33589,33589,3,Érsekhalma,4,3,8,35,639,FŐ UTCA,45,1
1301,33589,33589,3,Érsekhalma,4,3,8,35,639,HILDI SOR,23,0
1302,33589,33589,3,Érsekhalma,4,3,8,35,639,HILDI SOR,40,1
1303,33589,33589,3,Érsekhalma,4,3,8,35,639,JÓZSEF ATTILA UTCA,3/C,2
1304,33589,33589,3,Érsekhalma,4,3,8,35,639,KÁROLYI MIHÁLY UTCA,7,1
1305,33589,33589,3,Érsekhalma,4,3,8,35,639,KOSSUTH UTCA,1,1
1306,33589,33589,3,Érsekhalma,4,3,8,35,639,KOSSUTH UTCA,14,2
1307,33589,33589,3,Érsekhalma,4,3,8,35,639,RÁKÓCZI UTCA,4,2
1308,33589,33589,3,Érsekhalma,4,3,8,35,639,RÁKÓCZI UTCA,13,1
1309,25131,25131,11,Esztergom,3,2,3,110,28926,ÁFONYÁS UTCA,1,2
1310,25131,25131,11,Esztergom,3,2,3,110,28926,AULICH LAJOS UTCA,7,2
1314,25131,25131,11,Esztergom,3,2,3,110,28926,LÁZÁR VILMOS UTCA,26,1
1315,25131,25131,11,Esztergom,3,2,3,110,28926,POZSONYI UTCA,70,2
1316,25131,25131,11,Esztergom,3,2,3,110,28926,PÖLTENBERG ERNŐ UTCA,34,0
1318,25131,25131,11,Esztergom,3,2,3,110,28926,SZALÉZI UTCA,15,0
1320,2954,2954,3,Felsőszentiván,4,3,7,35,1850,BEM UTCA,15,1
1321,2954,2954,3,Felsőszentiván,4,3,7,35,1850,FELSZABADULÁS UTCA,23,1
1322,2954,2954,3,Felsőszentiván,4,3,7,35,1850,HUNYADI UTCA,29,2
1323,2954,2954,3,Felsőszentiván,4,3,7,35,1850,HUNYADI UTCA,38,2
1326,2954,2954,3,Felsőszentiván,4,3,7,35,1850,MÁJUS UTCA,8,0
1327,2954,2954,3,Felsőszentiván,4,3,7,35,1850,MÁJUS UTCA,14,1
1328,2954,2954,3,Felsőszentiván,4,3,7,35,1850,PETŐFI SÁNDOR UTCA,17,1
1330,2954,2954,3,Felsőszentiván,4,3,7,35,1850,PETŐFI SÁNDOR UTCA,37,1
1333,32610,32610,13,Fót,3,2,3,126,19068,IMRE KIRÁLY UTCA,3,0
1334,32610,32610,13,Fót,3,2,3,126,19068,ISTVÁNHEGYI DŰLŐ,46,1
1335,32610,32610,13,Fót,3,2,3,126,19068,JUHÁSZ GYULA UTCA,1,1
1336,32610,32610,13,Fót,3,2,3,126,19068,KURJANCS-KILÁTÓ UTCA,25,1
1337,32610,32610,13,Fót,3,2,3,126,19068,VAS GEREBEN UTCA,2/A,2
1338,32610,32610,13,Fót,3,2,3,126,19068,WASS ALBERT UTCA,7,2
1340,9210,9210,6,Földeák,4,3,6,73,3099,ADY ENDRE UTCA,21,2
1341,9210,9210,6,Földeák,4,3,6,73,3099,ADY ENDRE UTCA,27,0
1342,9210,9210,6,Földeák,4,3,6,73,3099,ADY ENDRE UTCA,37,0
1343,9210,9210,6,Földeák,4,3,6,73,3099,BACSÓ BÉLA UTCA,45,0
1344,9210,9210,6,Földeák,4,3,6,73,3099,BÉKE UTCA,17,0
1345,9210,9210,6,Földeák,4,3,6,73,3099,DAMJANICH UTCA,19,0
1346,9210,9210,6,Földeák,4,3,6,73,3099,DÓZSA GYÖRGY UTCA,1,2
1348,9210,9210,6,Földeák,4,3,6,73,3099,EÖTVÖS UTCA,10,1
1349,9210,9210,6,Földeák,4,3,6,73,3099,EÖTVÖS UTCA,15,1
1350,9210,9210,6,Földeák,4,3,6,73,3099,FECSKE UTCA,17,1
1351,9210,9210,6,Földeák,4,3,6,73,3099,KARABUKAI UTCA,8,1
1352,9210,9210,6,Földeák,4,3,6,73,3099,KÖZTÁRSASÁG TÉR,9,1
1353,3276,3276,10,Füzesabony,3,2,3,105,7880,ADY ENDRE UTCA,16,1
1354,3276,3276,10,Füzesabony,3,2,3,105,7880,FÁCÁNOS ÚT,22,2
1355,3276,3276,10,Füzesabony,3,2,3,105,7880,FECSKEKERT ÚT,6,2
1356,3276,3276,10,Füzesabony,3,2,3,105,7880,HONVÉD ÚT,33,1
1357,3276,3276,10,Füzesabony,3,2,3,105,7880,KANDÓ KÁLMÁN UTCA,2,1
1358,3276,3276,10,Füzesabony,3,2,3,105,7880,KERECSENDI ÚT,1,1
1359,3276,3276,10,Füzesabony,3,2,3,105,7880,KERTÉSZ UTCA,11,2
1360,3276,3276,10,Füzesabony,3,2,3,105,7880,MÁV LAKÓTELEP,2,0
1362,3276,3276,10,Füzesabony,3,2,3,105,7880,RÁKÓCZI FERENC ÚT,46,2
1363,3276,3276,10,Füzesabony,3,2,3,105,7880,SZÉCHENYI ISTVÁN ÚT,13,2
1364,3276,3276,10,Füzesabony,3,2,3,105,7880,SZENTKORONA ÚT,63,2
1365,3276,3276,10,Füzesabony,3,2,3,105,7880,SZIHALMI ÚT,46,1
1366,3276,3276,10,Füzesabony,3,2,3,105,7880,TÁBOR ÚT,39,1
1367,23649,23649,13,Göd,3,2,3,126,17476,ALAGÚT UTCA,1,0
1368,23649,23649,13,Göd,3,2,3,126,17476,ERZSÉBET UTCA,24,0
1369,23649,23649,13,Göd,3,2,3,126,17476,ŐSZ UTCA,12,0
1370,23649,23649,13,Göd,3,2,3,126,17476,RÓZSA UTCA,37,0
1373,32559,32559,13,Gödöllő,3,2,3,128,32522,BATSÁNYI JÁNOS UTCA,8,2
1374,32559,32559,13,Gödöllő,3,2,3,128,32522,DESSEWFFY ARISZTID UTCA,1/A,2
1375,32559,32559,13,Gödöllő,3,2,3,128,32522,EGYETEM TÉR,4,1
1377,32559,32559,13,Gödöllő,3,2,3,128,32522,KOSSUTH LAJOS UTCA,68,2
1378,32559,32559,13,Gödöllő,3,2,3,128,32522,LÁZÁR VILMOS UTCA,46/C,0
1379,32559,32559,13,Gödöllő,3,2,3,128,32522,MÓRA FERENC UTCA,10,1
1380,32559,32559,13,Gödöllő,3,2,3,128,32522,NAPSUGÁR UTCA,15,1
1381,32559,32559,13,Gödöllő,3,2,3,128,32522,SZABÓ PÁL UTCA,17,1
1383,32559,32559,13,Gödöllő,3,2,3,128,32522,SZENT JÁNOS UTCA,46,1
1385,25627,25627,13,Gyál,3,2,3,129,23338,EGRESSY ÚT,120,1
1386,25627,25627,13,Gyál,3,2,3,129,23338,ERDŐALJA UTCA,11,0
1388,25627,25627,13,Gyál,3,2,3,129,23338,KOSZTOLÁNYI DEZSŐ UTCA,49,1
1389,25627,25627,13,Gyál,3,2,3,129,23338,SOMOGYI BÉLA UTCA,18,0
1390,25627,25627,13,Gyál,3,2,3,129,23338,VECSÉSI ÚT,73,1
1392,33455,33455,4,Gyomaendrőd,3,2,3,47,13680,BALASSI BÁLINT UTCA,33,2
1394,33455,33455,4,Gyomaendrőd,3,2,3,47,13680,NYÁRSZEGI UTCA,3,2
1396,33455,33455,4,Gyomaendrőd,3,2,3,47,13680,VÁSÁRTÉRI LAKÓTELEP,33,2
1399,29735,29735,13,Gyömrő,3,2,3,130,16250,DÓZSA GYÖRGY ÚT,67,1
1400,29735,29735,13,Gyömrő,3,2,3,130,16250,JÓZSEF ATTILA UTCA,2,0
1401,29735,29735,13,Gyömrő,3,2,3,130,16250,SZÉCHENYI UTCA,20,1
1403,5236,5236,10,Gyöngyös,3,2,3,106,31421,BÚZA UTCA,2,2
1404,5236,5236,10,Gyöngyös,3,2,3,106,31421,CSALOGÁNY UTCA,24,1
1405,5236,5236,10,Gyöngyös,3,2,3,106,31421,DOBÓ ISTVÁN UTCA,20,2
1406,5236,5236,10,Gyöngyös,3,2,3,106,31421,DÓZSA GYÖRGY UTCA,42,1
1407,5236,5236,10,Gyöngyös,3,2,3,106,31421,EGRI ÚT,5,0
1408,5236,5236,10,Gyöngyös,3,2,3,106,31421,FARKAS TAMÁS UTCA,5,1
1409,5236,5236,10,Gyöngyös,3,2,3,106,31421,KÓCSAG UTCA,14,2
1411,5236,5236,10,Gyöngyös,3,2,3,106,31421,KOLOZSVÁRI UTCA,07.szept,0
1412,5236,5236,10,Gyöngyös,3,2,3,106,31421,MÉRGES UTCA,6,1
1413,25584,25584,8,Győr,2,2,2,87,129527,ADY ENDRE UTCA,52,1
1414,25584,25584,8,Győr,2,2,2,87,129527,BÁCSAI ÚT,13,0
1415,25584,25584,8,Győr,2,2,2,87,129527,BAJCSY-ZSILINSZKY ÚT,22,0
1417,25584,25584,8,Győr,2,2,2,87,129527,CUKRÁSZ KÖZ,2,1
1418,25584,25584,8,Győr,2,2,2,87,129527,DAMJANICH UTCA,61/A,1
1419,25584,25584,8,Győr,2,2,2,87,129527,FEHÉRVÁRI ÚT,174,1
1421,25584,25584,8,Győr,2,2,2,87,129527,FÖLDES GÁBOR UTCA,29/B,0
1422,25584,25584,8,Győr,2,2,2,87,129527,GERENCE ÚT,39,2
1423,25584,25584,8,Győr,2,2,2,87,129527,GYŐZELEM UTCA,42,0
1424,25584,25584,8,Győr,2,2,2,87,129527,GYÜMÖLCS UTCA,13,0
1425,25584,25584,8,Győr,2,2,2,87,129527,HATÁR UTCA,19,1
1426,25584,25584,8,Győr,2,2,2,87,129527,HORGAS UTCA,24,0
1427,25584,25584,8,Győr,2,2,2,87,129527,IFJÚSÁG KÖRÚT,18,1
1429,25584,25584,8,Győr,2,2,2,87,129527,JEREVÁNI ÚT,7,2
1430,25584,25584,8,Győr,2,2,2,87,129527,JEREVÁNI ÚT,22,0
1431,25584,25584,8,Győr,2,2,2,87,129527,KALÁSZ UTCA,9,1
1432,25584,25584,8,Győr,2,2,2,87,129527,KISPÁSZTOR UTCA,3,1
1433,25584,25584,8,Győr,2,2,2,87,129527,KOPPÁNY UTCA,13/A,1
1434,25584,25584,8,Győr,2,2,2,87,129527,KOSSUTH LAJOS UTCA,26,1
1435,25584,25584,8,Győr,2,2,2,87,129527,KOSSUTH LAJOS UTCA,74,0
1437,25584,25584,8,Győr,2,2,2,87,129527,KULTÚRHÁZ UTCA,41,1
1439,25584,25584,8,Győr,2,2,2,87,129527,LAJTA ÚT,26,0
1440,25584,25584,8,Győr,2,2,2,87,129527,LEHÁR FERENC ÚT,35,0
1441,25584,25584,8,Győr,2,2,2,87,129527,MÉNFŐI ÚT,31/A,1
1443,25584,25584,8,Győr,2,2,2,87,129527,NAPFÉNY ÚT,3,0
1444,25584,25584,8,Győr,2,2,2,87,129527,OTTHON UTCA,42,1
1445,25584,25584,8,Győr,2,2,2,87,129527,ÖVEGES JÓZSEF UTCA,7,1
1446,25584,25584,8,Győr,2,2,2,87,129527,PAPRÉTI ÚT,6,1
1447,25584,25584,8,Győr,2,2,2,87,129527,PINKÓCA UTCA,10/C,1
1448,25584,25584,8,Győr,2,2,2,87,129527,POZSONYI ÚT,3,1
1449,25584,25584,8,Győr,2,2,2,87,129527,RÁBA UTCA,72,0
1451,25584,25584,8,Győr,2,2,2,87,129527,SÁGI ÚT,47,0
1453,25584,25584,8,Győr,2,2,2,87,129527,SZABADSÁG UTCA,15,1
1456,25584,25584,8,Győr,2,2,2,87,129527,ÚJ UTCA,63,0
1457,25584,25584,8,Győr,2,2,2,87,129527,VIZTORONY UTCA,5,1
1458,15653,15653,8,Győrszemere,4,3,6,92,3251,AKÁCFA UTCA,1,1
1460,15653,15653,8,Győrszemere,4,3,6,92,3251,DOMB UTCA,1,1
1462,15653,15653,8,Győrszemere,4,3,6,92,3251,FELPÉCI ÚT,102,1
1463,15653,15653,8,Győrszemere,4,3,6,92,3251,FŐ UTCA,34,0
1464,15653,15653,8,Győrszemere,4,3,6,92,3251,FŐ UTCA,54,1
1465,15653,15653,8,Győrszemere,4,3,6,92,3251,GYŐRI ÚT,83,2
1467,15653,15653,8,Győrszemere,4,3,6,92,3251,KORONCÓI ÚT,13,1
1470,15653,15653,8,Győrszemere,4,3,6,92,3251,KOSSUTH LAJOS ÚT,5,0
1472,7481,7481,8,Győrújbarát,4,3,5,87,5968,ÁRPÁD FEJEDELEM UTCA,21,0
1473,7481,7481,8,Győrújbarát,4,3,5,87,5968,FŐ UTCA,12,0
1474,7481,7481,8,Győrújbarát,4,3,5,87,5968,GÁRDONYI UTCA,50,1
1475,7481,7481,8,Győrújbarát,4,3,5,87,5968,HUNYADI UTCA,52,0
1476,7481,7481,8,Győrújbarát,4,3,5,87,5968,JÓKAI UTCA,15,2
1477,7481,7481,8,Győrújbarát,4,3,5,87,5968,KERT UTCA,11,0
1478,7481,7481,8,Győrújbarát,4,3,5,87,5968,KOMLÓVÖLGY UTCA,1,0
1479,7481,7481,8,Győrújbarát,4,3,5,87,5968,KOMLÓVÖLGY UTCA,14,1
1480,7481,7481,8,Győrújbarát,4,3,5,87,5968,LÁSZLÓ UTCA,21,1
1481,7481,7481,8,Győrújbarát,4,3,5,87,5968,LÁSZLÓ UTCA,75,1
1482,7481,7481,8,Győrújbarát,4,3,5,87,5968,LÁSZLÓ UTCA,120,1
1484,7481,7481,8,Győrújbarát,4,3,5,87,5968,NAGY LAJOS UTCA,16,0
1485,7481,7481,8,Győrújbarát,4,3,5,87,5968,SZÉCHENYI KÖRÚT,27,2
1486,5032,5032,4,Gyula,3,2,3,48,31067,BUDAPEST KÖRÚT,28,0
1487,5032,5032,4,Gyula,3,2,3,48,31067,BUDRIÓ LAKÓTELEP,26,0
1489,5032,5032,4,Gyula,3,2,3,48,31067,HÓDI UTCA,8,1
1490,5032,5032,4,Gyula,3,2,3,48,31067,HONVÉD UTCAI LAKÓTELEP,14,2
1491,5032,5032,4,Gyula,3,2,3,48,31067,KAZINCZY UTCA,10/B,2
1493,5032,5032,4,Gyula,3,2,3,48,31067,SPORT UTCA,18,1
1495,5032,5032,4,Gyula,3,2,3,48,31067,SZÉP UTCA,7,2
1496,5032,5032,4,Gyula,3,2,3,48,31067,TÖRÖKZUGI SOR,5,1
1497,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,BATTHYÁNY LAJOS UTCA,30-32,0
1499,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,BÍRÓ PÉTER UTCA,9,0
1500,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,BÍRÓ PÉTER UTCA,49,0
1501,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,GÖRGEY ARTÚR UTCA,7,2
1502,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,JÁSZKUN UTCA,16,1
1504,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,KÁLMÁN FERENC UTCA,8,1
1505,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,PÁLNAGY ZSIGMOND UTCA,70,1
1506,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,SZILASSY JÁNOS UTCA,95,2
1507,3045,3045,9,Hajdúböszörmény,3,2,3,97,31725,VÁROSKERT UTCA,16,1
1508,12803,12803,9,Hajdúdorog,3,2,3,97,8843,AGYAG UTCA,9,0
1509,12803,12803,9,Hajdúdorog,3,2,3,97,8843,AKÁCFA UTCA,10,1
1511,12803,12803,9,Hajdúdorog,3,2,3,97,8843,ÁRPÁD KÖRÚT,45,2
1513,12803,12803,9,Hajdúdorog,3,2,3,97,8843,FÜRDŐ UTCA,61,0
1517,12803,12803,9,Hajdúdorog,3,2,3,97,8843,KOSSUTH UTCA,65,0
1518,12803,12803,9,Hajdúdorog,3,2,3,97,8843,NYÁRFA UTCA,11,1
1519,12803,12803,9,Hajdúdorog,3,2,3,97,8843,NYÍREGYHÁZI UTCA,36,1
1520,12803,12803,9,Hajdúdorog,3,2,3,97,8843,RIGÓ ZUG,13,0
1521,12803,12803,9,Hajdúdorog,3,2,3,97,8843,SIMA UTCA,9,1
1522,10393,10393,9,Hajdúhadház,3,2,3,98,12588,DOBÓ UTCA,5,1
1524,10393,10393,9,Hajdúhadház,3,2,3,98,12588,HAJNAL UTCA,32,2
1525,10393,10393,9,Hajdúhadház,3,2,3,98,12588,KLAPKA UTCA,22/A,2
1526,22406,22406,9,Hajdúnánás,3,2,3,99,17063,BAROSS UTCA,21/A,0
1527,22406,22406,9,Hajdúnánás,3,2,3,99,17063,ESZE TAMÁS UTCA,6,0
1528,22406,22406,9,Hajdúnánás,3,2,3,99,17063,JEGYZŐ NAGY IMRE UTCA,16,0
1529,22406,22406,9,Hajdúnánás,3,2,3,99,17063,KASZA UTCA,2,1
1530,22406,22406,9,Hajdúnánás,3,2,3,99,17063,KORPONAI UTCA,55,0
1531,31097,31097,9,Hajdúsámson,3,2,3,95,13128,ÁRPÁD ÚT,63/A,1
1532,31097,31097,9,Hajdúsámson,3,2,3,95,13128,BARTÓK BÉLA ÚT,63,0
1533,31097,31097,9,Hajdúsámson,3,2,3,95,13128,CSOKONAI UTCA,54,0
1534,31097,31097,9,Hajdúsámson,3,2,3,95,13128,NEFELEJCS UTCA,25,1
1535,5175,5175,9,Hajdúszoboszló,3,2,3,100,23933,BÁNYÁSZ UTCA,20,1
1536,5175,5175,9,Hajdúszoboszló,3,2,3,100,23933,BARTÓK BÉLA UTCA,12,1
1538,5175,5175,9,Hajdúszoboszló,3,2,3,100,23933,CSABA UTCA,15,1
1539,5175,5175,9,Hajdúszoboszló,3,2,3,100,23933,KISS PÁL UTCA,11,1
1540,5175,5175,9,Hajdúszoboszló,3,2,3,100,23933,KOSSUTH UTCA,126,2
1542,5175,5175,9,Hajdúszoboszló,3,2,3,100,23933,PAPP ISTVÁN UTCA,7,1
1543,8350,8350,3,Harkakötöny,4,3,8,41,887,ADY ENDRE UTCA,11,1
1544,8350,8350,3,Harkakötöny,4,3,8,41,887,ADY ENDRE UTCA,15,2
1546,8350,8350,3,Harkakötöny,4,3,8,41,887,ADY ENDRE UTCA,16,2
1547,8350,8350,3,Harkakötöny,4,3,8,41,887,ÁRPÁD UTCA,14,1
1548,8350,8350,3,Harkakötöny,4,3,8,41,887,ÁRPÁD UTCA,44,1
1549,8350,8350,3,Harkakötöny,4,3,8,41,887,BEM UTCA,4,1
1551,8350,8350,3,Harkakötöny,4,3,8,41,887,HARKAPUSZTA TANYA,53,1
1553,8350,8350,3,Harkakötöny,4,3,8,41,887,KOSSUTH UTCA,3,2
1554,8350,8350,3,Harkakötöny,4,3,8,41,887,KOSSUTH UTCA,16,2
1555,8350,8350,3,Harkakötöny,4,3,8,41,887,KOSSUTH UTCA,34,2
1557,18458,18458,3,Harta,4,3,6,37,3936,ÁLLAMPUSZTA,57,1
1558,18458,18458,3,Harta,4,3,6,37,3936,DÓZSA GYÖRGY UTCA,18,1
1560,18458,18458,3,Harta,4,3,6,37,3936,DÓZSA GYÖRGY UTCA,101,0
1561,18458,18458,3,Harta,4,3,6,37,3936,GALLÉ TIBOR UTCA,27,0
1562,18458,18458,3,Harta,4,3,6,37,3936,JÓKAI MÓR UTCA,4,1
1563,18458,18458,3,Harta,4,3,6,37,3936,KÉKESI ÚT,42,0
1564,18458,18458,3,Harta,4,3,6,37,3936,KOSSUTH LAJOS UTCA,10,0
1565,18458,18458,3,Harta,4,3,6,37,3936,KOSSUTH LAJOS UTCA,80,2
1566,18458,18458,3,Harta,4,3,6,37,3936,PETŐFI SÁNDOR UTCA,84,2
1567,18458,18458,3,Harta,4,3,6,37,3936,RÁDAY PÁL UTCA,7,0
1570,18458,18458,3,Harta,4,3,6,37,3936,SZÉCHENYI ISTVÁN UTCA,110/A,1
1571,22309,22309,10,Hatvan,3,2,3,107,20519,BAJCSY-ZSILINSZKY ÚT,67,1
1572,22309,22309,10,Hatvan,3,2,3,107,20519,BAJCSY-ZSILINSZKY ÚT,97,0
1573,22309,22309,10,Hatvan,3,2,3,107,20519,BERZSENYI DÁNIEL UTCA,5,2
1574,22309,22309,10,Hatvan,3,2,3,107,20519,CSAJKOVSZKIJ UTCA,23,1
1575,22309,22309,10,Hatvan,3,2,3,107,20519,HORVÁTH MIHÁLY ÚT,156,2
1576,22309,22309,10,Hatvan,3,2,3,107,20519,KOPJA UTCA,11,2
1577,22309,22309,10,Hatvan,3,2,3,107,20519,SZABADSÁG ÚT,5,1
1578,22309,22309,10,Hatvan,3,2,3,107,20519,TEMETŐ UTCA,1,1
1579,14526,14526,10,Heves,3,2,3,108,10753,KÖLCSEY FERENC UTCA,8,1
1580,14526,14526,10,Heves,3,2,3,108,10753,MADÁCH IMRE UTCA,22,1
1581,14526,14526,10,Heves,3,2,3,108,10753,MARCI UTCA,14,0
1582,14526,14526,10,Heves,3,2,3,108,10753,PUSZTACSÁSZ,18/B,1
1583,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,FECSKE UTCA,8/A,1
1584,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,GÖRBE UTCA,21,0
1585,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,JÓKAI UTCA,137,1
